id,ddG_mCSM,url
638,-0.471,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505915.16
639,-0.289,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505925.2
640,-0.611,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505935.85
641,-1.121,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505945.73
642,-2.087,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505955.32
643,-1.666,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505965.69
644,-0.982,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505974.89
645,-0.017,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505984.34
646,-0.047,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626505994.03
647,-0.773,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506003.08
648,-0.306,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506012.84
649,0.051,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506022.17
650,-2.265,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506032.01
651,-2.013,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506042.25
652,-0.159,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506051.95
653,-0.17,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506061.52
654,-1.041,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506071.0
655,0.063,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506080.77
656,-0.134,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506090.1
657,-0.152,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506099.92
658,0.108,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506109.47
659,-1.938,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506119.12
660,-0.322,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506128.54
661,-1.11,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506138.71
662,-1.834,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506147.67
663,-0.999,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506156.84
664,0.172,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506166.23
665,-0.926,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506176.13
666,-0.157,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506186.36
667,0.126,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506195.06
668,-0.575,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506206.61
669,-0.334,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506219.61
670,-0.449,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506232.18
671,-1.332,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506242.28
672,-1.649,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506253.08
673,-0.607,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506264.0
674,-0.74,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506275.97
675,-1.453,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506287.23
676,-1.452,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506297.94
677,-1.79,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506308.96
678,-1.291,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506319.15
679,-0.699,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506327.95
680,-0.602,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506337.06
681,-1.062,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506346.08
682,-0.831,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506354.99
683,-1.239,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506365.01
684,-0.88,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506376.25
685,-1.569,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506386.94
686,-1.435,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506398.06
687,-0.635,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506409.99
688,-0.533,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506421.51
689,-0.545,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506431.82
690,-0.459,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506443.95
691,-0.384,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506455.45
692,-0.908,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506467.29
693,-1.188,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506478.21
694,-0.656,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506490.05
695,-1.452,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506502.06
696,-0.769,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506511.96
697,0.273,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506521.8
698,-1.62,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506532.45
699,-2.016,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506542.38
700,0.029,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506555.08
701,0.262,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506567.74
702,-0.461,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506579.21
703,-1.629,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506589.69
704,-1.617,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506600.03
705,-0.297,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506609.92
706,-0.27,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506619.89
707,0.253,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506629.87
708,-0.128,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506639.9
709,-0.584,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506649.56
710,-1.642,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506660.25
711,-0.988,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506670.62
712,-1.162,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506682.24
713,-0.493,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506691.88
714,-0.257,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506701.91
715,-1.177,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506710.96
716,-0.299,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506720.29
717,-0.567,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506730.59
718,-0.413,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506740.53
719,-0.862,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506750.06
720,-2.094,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506758.89
721,0.184,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506768.88
722,0.205,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506777.84
723,-0.23,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506786.41
724,-0.091,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506794.99
725,-0.42,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506804.37
726,-0.298,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506813.26
727,0.285,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506821.73
728,-0.701,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506831.02
729,-0.4,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506840.06
730,-0.055,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506848.4
731,-0.33,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506856.92
732,-0.632,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506866.86
733,-0.503,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506875.4
734,-1.361,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506885.57
735,-1.718,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506896.55
736,-0.514,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506907.35
737,-0.671,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506917.01
738,-0.405,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506928.63
739,-0.246,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506941.62
740,-2.348,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506953.22
741,-0.918,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506964.55
742,-2.198,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506975.53
743,-0.72,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506986.25
744,-1.95,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626506997.45
745,-1.823,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507008.18
746,0.222,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507016.93
747,-1.52,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507026.74
748,-0.844,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507036.16
749,-0.521,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507045.34
750,-0.121,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507054.7
751,-0.384,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507063.88
752,-0.839,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507074.05
753,-1.983,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507084.15
754,-0.889,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507093.71
755,-0.752,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507103.27
756,-0.962,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507113.09
757,-0.653,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507122.59
758,-0.926,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507132.26
759,-0.318,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507141.77
760,-0.814,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507151.82
761,-1.16,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507161.99
762,-0.404,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507171.71
763,-0.226,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507181.34
764,-0.333,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507190.83
765,0.007,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507202.03
766,-0.591,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507213.36
767,-0.693,http://biosig.unimelb.edu.au/mcsm/results_stability_prediction/1626507222.43
