id,ddG_PremPS,url
318R,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517303702688993977
319F,-0.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517371680951784302
319R,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517443118288791228
320F,-0.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517513234132490788
320R,0.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071517581668716426869
321F,-1.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071518073067468102140
322F,-1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071518142478872354589
322R,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071518214534990596281
323F,-0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071518293290217079956
323R,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071518361595571056936
261R,-1.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605043720493395077
262R,-0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605093331025298575
265R,-0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605143067573686491
266R,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605193174513013217
273R,-0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605495995670915567
281R,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071605554817766434837
283R,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606013216154309249
287R,-0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606064167283498794
289R,-1.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606112430528916416
291R,-0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606163482159143374
292R,-2.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606214674980409282
298R,-1.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606273449396160155
300R,-1.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606324387305349349
301R,-1.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606383018831108889
302R,-0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606433870078962333
321R,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606503815454257194
324F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071606574970135868430
324R,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071607032161882730772
325F,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071607081785821938317
325R,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071607131218369069906
326F,0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071607180510026044631
327F,1.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618053729310443984
327R,-1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618112508705152572
328F,0.9,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618161505452949437
329F,1.33,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618211548673585837
329R,-1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618263888488763420
330F,1.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618315947122774198
331F,0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618370950457285083
331R,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618414614121126133
332F,0.7,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618465739883227368
332R,-0.85,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618520790412533342
333F,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071618570936457013298
333R,-0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619020015227502260
334F,-0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619070709666275167
335F,0.93,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619115690068486462
335R,-0.98,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619164566453700213
336F,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619205305760152187
336R,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619255195494836050
337F,1.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619303754212588481
337R,-0.71,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619345171636428863
338F,1.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619395379956238782
338R,-2.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619433946003524546
339F,3.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619465312021069321
339R,-3.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619504032594697229
340F,4.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619535184174992883
340R,-3.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071619581500739797030
341F,2.83,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620020253412602152
341R,-1.93,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620055293703868885
342F,2.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620101183430919178
342R,-2.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620135852396738738
263R_266F,0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620174833700528436
190R_189F,1.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620235206578796501
91R_88F,-0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620284817024212643
302R_293F,0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620341774348328695
179R_175F,1.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620391541276931442
200R_203F,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620441852505596597
222R_218F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620491398329427182
263R_256F,-0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620541257065597886
283R_278F,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071620594212684745501
309R,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702060752458484355
326R,-1.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702132529772573782
328R,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702174862440333860
330R,-0.82,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702225199276575442
334R,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702274924117525009
119R_118F,1.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702324858557737747
76R_77F,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702370828927431958
78R_77F,-0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702420394211414913
168R_167F,-0.66,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702465892021705044
89R_90F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702520791207211040
295R_298F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071702571467684427422
261R_265F,0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703021129727377957
28R_29F,0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703071397664452328
32R_33F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703124328333425469
46R_47F,1.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703174023029633049
92R_93F,0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703223739345965639
164R_165F,-1.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703270446519603205
266R_261F,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703320326974630046
295R_297F,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703370864626507842
264R_261F,0.31,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703420712880565000
310R_308F,1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703473283612194781
177R_178F,-0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703535730726317219
205R_199F,-0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071703585212452929790
224R_221F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704050046912579408
174R_178F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704101431148580921
202R_199F,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704150365676497802
227R_221F,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704201762546443509
297R_299F,0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704244811163560367
255R_264F,-0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704301577289379175
166R_167F,-2.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071704350636138962650
71R_78F,0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705210757396170429
118R_121F,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705260447047930115
192R_193F,-2.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705305550991677862
43R_42F,-0.38,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705354471619867719
316R_315F,0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705403392522841630
259R_265F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705463689525901855
262R_258F,1.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705505605287091798
178R_175F,1.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071705562003045788747
199R_203F,0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706003796732479088
221R_218F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706045314288073587
256R_258F,1.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706094547032233953
281R_278F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706140231808139139
322R_323F,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706185312649299376
303R_302F,-0.81,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706252418684459222
76R_74F,0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706294615318725201
78R_74F,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706340296623288004
70R_76F,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706385298457646701
255R_261F,-0.53,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706435175915695280
258R_259F,-1.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706493836513880180
75R_70F,-0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706540028957817290
170R_167F,-0.67,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071706590083433749333
3R_2F,-0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707050483162238781
88R_89F,0.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707173373454521193
72R_78F,0.28,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707223256882895242
177R_179F,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707270138535538529
205R_200F,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707315725390278664
224R_222F,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707370273618385302
262R_263F,1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707424178830179244
256R_263F,0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707490463755421266
305R_296F,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071707562869679512352
77R_71F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708023710880902605
262R_260F,1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708071112207142667
281R_284F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708124949026863048
256R_260F,0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708183138220590452
117R_119F,-1.93,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708234250716835093
263R_264F,-0.69,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708281632753101587
172R_171F,-0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708335323065207530
197R_196F,-0.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708390012608065188
219R_217F,-0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708441017064122956
198R_196F,0.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708491740232097882
260R_265F,0.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708541827220092421
176R_175F,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071708595375954651110
204R_203F,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709045977498742309
223R_218F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709102158011959965
266R_255F,0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709144951776812604
296R_303F,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709202456148257887
78R_75F,-0.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709253176910308547
259R_255F,0.92,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709303572465746618
89R_92F,-0.99,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709355005378294327
254R_263F,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709412900622648747
261R_262F,-1.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709463464616896897
295R_304F,-0.42,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709514328937064078
260R_262F,-0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071709564199001346706
75R_79F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710013819665878104
260R_254F,0.57,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710063156619308323
80R_79F,0.19,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710113662039047091
91R_90F,0.55,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710164411869257066
293R_296F,-0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710211169604298314
79R_70F,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710263297014758408
160R_157F,-1.92,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710313116569706606
206R_198F,-0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710363244187921149
80R_70F,-0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710405973791232036
282R_280F,-0.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071710575701684381939
121R_119F,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711033883359878406
294R_298F,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711090595605054221
172R_179F,-1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711144733965234987
197R_200F,-1.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711202112209814902
219R_222F,-1.37,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711245431746560672
279R_283F,-0.74,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711300735957507282
113R_114F,0.67,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711351385287222543
260R_266F,0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711402595631971538
26R_28F,-0.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711455021540922024
45R_46F,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711513175477596906
162R_164F,0.87,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071711563193529664637
294R_304F,-0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712013653362951549
254R_258F,0.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712063842075557246
172R_174F,-0.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712113577704109329
197R_202F,-1.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712155887064643912
219R_227F,-1.72,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712205756217103829
198R_202F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712255603278379096
220R_227F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712305788919096949
168R_170F,-0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712355853772290782
259R_257F,0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712413641564422066
301R_293F,0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712464071532313838
73R_77F,-0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712514551370349335
264R_255F,0.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071712564645108905798
71R_72F,0.16,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713015378176676216
244R_241F,1.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713073239099230827
284R_281F,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713123186273341230
119R_120F,0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713172992283630531
73R_75F,-0.26,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713222582232925720
90R_89F,-0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713271326570239063
174R_180F,0.01,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713322257214068258
202R_201F,-0.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713364625454809519
180R_177F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713410345614049476
70R_74F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713455723448636475
201R_205F,-0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713513354855054518
225R_224F,0.65,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071713555381533900537
227R_225F,0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714004882453433994
172R_176F,0.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714054950904897548
219R_223F,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714105754838796480
198R_204F,0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714155460391705640
74R_79F,-0.62,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714210478028341258
171R_176F,0.51,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714264965289330356
196R_204F,0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714315419135289507
217R_223F,0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714370699655685700
258R_266F,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714420024361283178
171R_175F,0.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714473712859752836
196R_203F,0.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714515036420145588
217R_218F,0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071714565355263774483
323R_322F,0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715015799233580200
193R_191F,1.2,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715094465539782183
209R_208F,1.68,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715151972095110714
198R_200F,0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715203673446909252
216R_215F,1.25,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715245270160512777
220R_222F,0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715300774176826552
261R_257F,-0.14,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715345932323397252
37R_38F,-0.52,https://lilab.jysw.suda.edu.cn/research/PremPS/2021071715414864055725038/set_mutations
156R_155F,-1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715501844071559615
177R_173F,0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715545111730670333
157R_155F,1.95,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071715593077800705541
205R_206F,0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716035660756361120
235R_237F,0.15,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716090587480096708
116R_114F,0.89,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716125252239447383
311R_310F,1.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716174995192786253
174R_177F,0.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716251700332628277
202R_205F,-0.08,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716294137904757206
227R_224F,0.6,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716333946335434118
265R_262F,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716383190307253526
175R_178F,-0.73,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716440138608436886
203R_199F,-0.39,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716484647149691223
71R_80F,-0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716533417217737757
53R_54F,-1.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071716580034009575332
91R_92F,-0.44,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717030020594508905
218R_221F,-0.41,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717082274854804586
278R_281F,-0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717134373155398601
263R_258F,0.86,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717191332406812484
265R_258F,0.48,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717241959100532100
174R_172F,0.97,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717291720619722420
202R_197F,0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717340160376606383
227R_219F,1.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717390896215693756
300R_296F,-0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717435679146275315
257R_265F,0.06,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717492936943105623
258R_262F,-1.63,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717543607493456621
78R_76F,-0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071717590610611743773
220R_217F,0.64,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805235180506450198
1R_2F,0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805284633668776219
302R_303F,0.78,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805403973160015287
197R_204F,-0.22,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805445987228289213
220R_223F,0.56,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805492007042786820
318R_319F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071805540466072060588
89R_88F,-0.34,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806005731000360673
177R_172F,0.4,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806055459258102451
205R_197F,0.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806103741305357876
224R_219F,0.32,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806145961740618978
89R_91F,-0.35,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806192367372899076
135R_136F,-0.18,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806234880986590146
304R_297F,0.76,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806285475533166505
308R_309F,0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806341540189128658
120R_121F,0.45,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806404604372188381
174R_173F,0.27,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806443396726895283
202R_206F,0.24,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806483544588641887
173R_175F,0.43,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806524417436548173
206R_203F,0.21,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071806572466444431447
70R_79F,0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807011516643543012
2R_3F,0.91,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807061438953726829
282R_278F,0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807171353384824797
303R_300F,0.02,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807214918364510529
180R_172F,1.0,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807264593480958464
201R_197F,0.36,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807303973031794296
225R_219F,0.84,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807344854498326005
309R_311F,-0.5,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807394957611214902
263R_260F,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807463104275622842
169R_170F,-0.3,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807510435209598701
303R_305F,0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071807560662438271777
74R_70F,-1.23,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808011170974198510
280R_283F,0.1,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808061025293008661
179R_178F,-0.07,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808103014564367878
200R_199F,-0.12,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808144932907708034
222R_221F,0.09,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808194581325360123
283R_281F,0.05,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808233902679817873
270R_269F,-0.47,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808281496706719739
258R_264F,-1.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808324099549062377
161R_165F,-1.17,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808371401676016441
88R_93F,0.29,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808415185217000905
261R_259F,-1.11,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808465302353481490
256R_261F,0.49,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808515791130673345
262R_261F,1.13,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071808570060236202931
293R_305F,0.03,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071809015618634033238
293R_301F,-0.54,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071809070759231228856
297R_295F,-0.46,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071809113709474460612
268R_270F,0.58,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071809161013730486744
299R_295F,0.04,https://lilab.jysw.suda.edu.cn/research/PremPS/job/2021071809204575448483186
